timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1692855511123,486,HTTP Request,200,OK,Thread Group 1-99,text,true,,3948,238,50,50,https://www.saucedemo.com/,192,0,93
1692855511123,192,HTTP Request-0,301,Moved Permanently,Thread Group 1-99,text,true,,654,119,50,50,http://www.saucedemo.com/,192,0,93
1692855511316,293,HTTP Request-1,200,OK,Thread Group 1-99,text,true,,3294,119,50,50,https://www.saucedemo.com/,293,0,200
1692855510710,956,HTTP Request,200,OK,Thread Group 1-66,text,true,,3947,238,49,49,https://www.saucedemo.com/,684,0,607
1692855510710,684,HTTP Request-0,301,Moved Permanently,Thread Group 1-66,text,true,,654,119,49,49,http://www.saucedemo.com/,684,0,607
1692855511395,271,HTTP Request-1,200,OK,Thread Group 1-66,text,true,,3293,119,49,49,https://www.saucedemo.com/,271,0,175
1692855510739,932,HTTP Request,200,OK,Thread Group 1-69,text,true,,3947,238,48,48,https://www.saucedemo.com/,671,0,592
1692855510739,671,HTTP Request-0,301,Moved Permanently,Thread Group 1-69,text,true,,654,119,48,48,http://www.saucedemo.com/,671,0,592
1692855511411,260,HTTP Request-1,200,OK,Thread Group 1-69,text,true,,3293,119,48,48,https://www.saucedemo.com/,260,0,168
1692855510732,941,HTTP Request,200,OK,Thread Group 1-65,text,true,,3947,238,47,47,https://www.saucedemo.com/,680,0,600
1692855510732,680,HTTP Request-0,301,Moved Permanently,Thread Group 1-65,text,true,,654,119,47,47,http://www.saucedemo.com/,680,0,600
1692855511412,261,HTTP Request-1,200,OK,Thread Group 1-65,text,true,,3293,119,47,47,https://www.saucedemo.com/,261,0,174
1692855510690,996,HTTP Request,200,OK,Thread Group 1-64,text,true,,3948,238,46,46,https://www.saucedemo.com/,671,0,591
1692855510690,671,HTTP Request-0,301,Moved Permanently,Thread Group 1-64,text,true,,655,119,46,46,http://www.saucedemo.com/,671,0,591
1692855511362,324,HTTP Request-1,200,OK,Thread Group 1-64,text,true,,3293,119,46,46,https://www.saucedemo.com/,324,0,221
1692855510725,964,HTTP Request,200,OK,Thread Group 1-67,text,true,,3949,238,45,45,https://www.saucedemo.com/,708,0,606
1692855510725,708,HTTP Request-0,301,Moved Permanently,Thread Group 1-67,text,true,,655,119,45,45,http://www.saucedemo.com/,708,0,606
1692855511434,255,HTTP Request-1,200,OK,Thread Group 1-67,text,true,,3294,119,45,45,https://www.saucedemo.com/,255,0,173
1692855510694,1008,HTTP Request,200,OK,Thread Group 1-61,text,true,,3947,238,44,44,https://www.saucedemo.com/,679,0,607
1692855510694,679,HTTP Request-0,301,Moved Permanently,Thread Group 1-61,text,true,,654,119,44,44,http://www.saucedemo.com/,679,0,607
1692855511374,328,HTTP Request-1,200,OK,Thread Group 1-61,text,true,,3293,119,44,44,https://www.saucedemo.com/,328,0,215
1692855510730,974,HTTP Request,200,OK,Thread Group 1-62,text,true,,3947,238,43,43,https://www.saucedemo.com/,670,0,601
1692855510730,670,HTTP Request-0,301,Moved Permanently,Thread Group 1-62,text,true,,654,119,43,43,http://www.saucedemo.com/,670,0,601
1692855511401,303,HTTP Request-1,200,OK,Thread Group 1-62,text,true,,3293,119,43,43,https://www.saucedemo.com/,303,0,199
1692855510325,1528,HTTP Request,200,OK,Thread Group 1-27,text,true,,3947,238,42,42,https://www.saucedemo.com/,145,0,72
1692855510325,145,HTTP Request-0,301,Moved Permanently,Thread Group 1-27,text,true,,654,119,42,42,http://www.saucedemo.com/,145,0,72
1692855510471,1382,HTTP Request-1,200,OK,Thread Group 1-27,text,true,,3293,119,42,42,https://www.saucedemo.com/,1382,0,1255
1692855510861,1004,HTTP Request,200,OK,Thread Group 1-78,text,true,,3948,238,41,41,https://www.saucedemo.com/,711,0,622
1692855510861,711,HTTP Request-0,301,Moved Permanently,Thread Group 1-78,text,true,,654,119,41,41,http://www.saucedemo.com/,711,0,622
1692855511573,292,HTTP Request-1,200,OK,Thread Group 1-78,text,true,,3294,119,41,41,https://www.saucedemo.com/,292,0,157
1692855510905,975,HTTP Request,200,OK,Thread Group 1-83,text,true,,3947,238,40,40,https://www.saucedemo.com/,695,0,602
1692855510905,695,HTTP Request-0,301,Moved Permanently,Thread Group 1-83,text,true,,654,119,40,40,http://www.saucedemo.com/,695,0,602
1692855511601,279,HTTP Request-1,200,OK,Thread Group 1-83,text,true,,3293,119,40,40,https://www.saucedemo.com/,279,0,179
1692855510919,979,HTTP Request,200,OK,Thread Group 1-86,text,true,,3950,238,39,39,https://www.saucedemo.com/,660,0,588
1692855510919,661,HTTP Request-0,301,Moved Permanently,Thread Group 1-86,text,true,,654,119,39,39,http://www.saucedemo.com/,660,0,588
1692855511580,318,HTTP Request-1,200,OK,Thread Group 1-86,text,true,,3296,119,39,39,https://www.saucedemo.com/,318,0,229
1692855510337,1576,HTTP Request,200,OK,Thread Group 1-29,text,true,,3947,238,38,38,https://www.saucedemo.com/,163,0,86
1692855510337,163,HTTP Request-0,301,Moved Permanently,Thread Group 1-29,text,true,,654,119,38,38,http://www.saucedemo.com/,163,0,86
1692855510501,1412,HTTP Request-1,200,OK,Thread Group 1-29,text,true,,3293,119,38,38,https://www.saucedemo.com/,1412,0,1309
1692855510783,1145,HTTP Request,200,OK,Thread Group 1-72,text,true,,3947,238,37,37,https://www.saucedemo.com/,259,0,162
1692855510783,259,HTTP Request-0,301,Moved Permanently,Thread Group 1-72,text,true,,654,119,37,37,http://www.saucedemo.com/,259,0,162
1692855511043,885,HTTP Request-1,200,OK,Thread Group 1-72,text,true,,3293,119,37,37,https://www.saucedemo.com/,885,0,796
1692855510861,1082,HTTP Request,200,OK,Thread Group 1-79,text,true,,3947,238,36,36,https://www.saucedemo.com/,713,0,622
1692855510861,713,HTTP Request-0,301,Moved Permanently,Thread Group 1-79,text,true,,654,119,36,36,http://www.saucedemo.com/,713,0,622
1692855511574,369,HTTP Request-1,200,OK,Thread Group 1-79,text,true,,3293,119,36,36,https://www.saucedemo.com/,369,0,252
1692855510497,1536,HTTP Request,200,OK,Thread Group 1-41,text,true,,3947,238,35,35,https://www.saucedemo.com/,1194,0,1115
1692855510981,1067,HTTP Request,200,OK,Thread Group 1-87,text,true,,3947,238,35,35,https://www.saucedemo.com/,168,0,96
1692855510497,1194,HTTP Request-0,301,Moved Permanently,Thread Group 1-41,text,true,,654,119,35,35,http://www.saucedemo.com/,1194,0,1115
1692855510981,168,HTTP Request-0,301,Moved Permanently,Thread Group 1-87,text,true,,654,119,35,35,http://www.saucedemo.com/,168,0,96
1692855511696,337,HTTP Request-1,200,OK,Thread Group 1-41,text,true,,3293,119,35,35,https://www.saucedemo.com/,337,0,192
1692855511151,897,HTTP Request-1,200,OK,Thread Group 1-87,text,true,,3293,119,35,35,https://www.saucedemo.com/,896,0,739
1692855510466,1566,HTTP Request,200,OK,Thread Group 1-37,text,true,,3947,238,35,35,https://www.saucedemo.com/,690,0,603
1692855510466,690,HTTP Request-0,301,Moved Permanently,Thread Group 1-37,text,true,,654,119,35,35,http://www.saucedemo.com/,690,0,603
1692855511157,875,HTTP Request-1,200,OK,Thread Group 1-37,text,true,,3293,119,35,35,https://www.saucedemo.com/,865,0,722
1692855510988,1078,HTTP Request,200,OK,Thread Group 1-89,text,true,,3948,238,32,32,https://www.saucedemo.com/,719,0,612
1692855510988,719,HTTP Request-0,301,Moved Permanently,Thread Group 1-89,text,true,,655,119,32,32,http://www.saucedemo.com/,719,0,612
1692855511707,359,HTTP Request-1,200,OK,Thread Group 1-89,text,true,,3293,119,32,32,https://www.saucedemo.com/,341,0,210
1692855510514,1594,HTTP Request,200,OK,Thread Group 1-45,text,true,,3947,238,31,31,https://www.saucedemo.com/,1216,0,1111
1692855510514,1216,HTTP Request-0,301,Moved Permanently,Thread Group 1-45,text,true,,654,119,31,31,http://www.saucedemo.com/,1216,0,1111
1692855511731,377,HTTP Request-1,200,OK,Thread Group 1-45,text,true,,3293,119,31,31,https://www.saucedemo.com/,377,0,229
1692855510493,1633,HTTP Request,200,OK,Thread Group 1-40,text,true,,3947,238,30,30,https://www.saucedemo.com/,1241,0,1130
1692855510493,1241,HTTP Request-0,301,Moved Permanently,Thread Group 1-40,text,true,,654,119,30,30,http://www.saucedemo.com/,1241,0,1130
1692855511735,391,HTTP Request-1,200,OK,Thread Group 1-40,text,true,,3293,119,30,30,https://www.saucedemo.com/,390,0,240
1692855510990,1148,HTTP Request,200,OK,Thread Group 1-90,text,true,,3947,238,29,29,https://www.saucedemo.com/,715,0,610
1692855510990,715,HTTP Request-0,301,Moved Permanently,Thread Group 1-90,text,true,,654,119,29,29,http://www.saucedemo.com/,715,0,610
1692855511706,432,HTTP Request-1,200,OK,Thread Group 1-90,text,true,,3293,119,29,29,https://www.saucedemo.com/,431,0,257
1692855511096,1044,HTTP Request,200,OK,Thread Group 1-95,text,true,,3947,238,28,28,https://www.saucedemo.com/,667,0,595
1692855511096,667,HTTP Request-0,301,Moved Permanently,Thread Group 1-95,text,true,,654,119,28,28,http://www.saucedemo.com/,667,0,595
1692855511763,377,HTTP Request-1,200,OK,Thread Group 1-95,text,true,,3293,119,28,28,https://www.saucedemo.com/,377,0,229
1692855510524,1617,HTTP Request,200,OK,Thread Group 1-46,text,true,,3947,238,27,27,https://www.saucedemo.com/,1223,0,1121
1692855510524,1223,HTTP Request-0,301,Moved Permanently,Thread Group 1-46,text,true,,654,119,27,27,http://www.saucedemo.com/,1223,0,1121
1692855511748,393,HTTP Request-1,200,OK,Thread Group 1-46,text,true,,3293,119,27,27,https://www.saucedemo.com/,393,0,242
1692855510996,1161,HTTP Request,200,OK,Thread Group 1-93,text,true,,3948,238,26,26,https://www.saucedemo.com/,712,0,625
1692855510996,712,HTTP Request-0,301,Moved Permanently,Thread Group 1-93,text,true,,654,119,26,26,http://www.saucedemo.com/,712,0,625
1692855511708,449,HTTP Request-1,200,OK,Thread Group 1-93,text,true,,3294,119,26,26,https://www.saucedemo.com/,448,0,297
1692855511099,1065,HTTP Request,200,OK,Thread Group 1-97,text,true,,3948,238,25,25,https://www.saucedemo.com/,665,0,592
1692855511099,665,HTTP Request-0,301,Moved Permanently,Thread Group 1-97,text,true,,655,119,25,25,http://www.saucedemo.com/,665,0,592
1692855511765,399,HTTP Request-1,200,OK,Thread Group 1-97,text,true,,3293,119,25,25,https://www.saucedemo.com/,399,0,255
1692855510635,1533,HTTP Request,200,OK,Thread Group 1-49,text,true,,3948,238,24,24,https://www.saucedemo.com/,1203,0,1127
1692855510635,1203,HTTP Request-0,301,Moved Permanently,Thread Group 1-49,text,true,,654,119,24,24,http://www.saucedemo.com/,1203,0,1127
1692855511839,329,HTTP Request-1,200,OK,Thread Group 1-49,text,true,,3294,119,24,24,https://www.saucedemo.com/,329,0,241
1692855511094,1088,HTTP Request,200,OK,Thread Group 1-94,text,true,,3947,238,23,23,https://www.saucedemo.com/,732,0,638
1692855511094,732,HTTP Request-0,301,Moved Permanently,Thread Group 1-94,text,true,,654,119,23,23,http://www.saucedemo.com/,732,0,638
1692855511827,355,HTTP Request-1,200,OK,Thread Group 1-94,text,true,,3293,119,23,23,https://www.saucedemo.com/,355,0,269
1692855511098,1102,HTTP Request,200,OK,Thread Group 1-96,text,true,,3947,238,22,22,https://www.saucedemo.com/,730,0,634
1692855511098,730,HTTP Request-0,301,Moved Permanently,Thread Group 1-96,text,true,,654,119,22,22,http://www.saucedemo.com/,730,0,634
1692855511829,371,HTTP Request-1,200,OK,Thread Group 1-96,text,true,,3293,119,22,22,https://www.saucedemo.com/,371,0,270
1692855510640,1585,HTTP Request,200,OK,Thread Group 1-54,text,true,,3948,238,21,21,https://www.saucedemo.com/,1242,0,1143
1692855510640,1242,HTTP Request-0,301,Moved Permanently,Thread Group 1-54,text,true,,655,119,21,21,http://www.saucedemo.com/,1242,0,1143
1692855511882,343,HTTP Request-1,200,OK,Thread Group 1-54,text,true,,3293,119,21,21,https://www.saucedemo.com/,343,0,274
1692855510317,2105,HTTP Request,200,OK,Thread Group 1-25,text,true,,3947,238,20,20,https://www.saucedemo.com/,201,0,105
1692855510317,201,HTTP Request-0,301,Moved Permanently,Thread Group 1-25,text,true,,654,119,20,20,http://www.saucedemo.com/,201,0,105
1692855510520,1902,HTTP Request-1,200,OK,Thread Group 1-25,text,true,,3293,119,20,20,https://www.saucedemo.com/,1902,0,1800
1692855510986,1436,HTTP Request,200,OK,Thread Group 1-88,text,true,,3948,238,20,20,https://www.saucedemo.com/,661,0,589
1692855510986,661,HTTP Request-0,301,Moved Permanently,Thread Group 1-88,text,true,,655,119,20,20,http://www.saucedemo.com/,661,0,589
1692855511648,774,HTTP Request-1,200,OK,Thread Group 1-88,text,true,,3293,119,20,20,https://www.saucedemo.com/,774,0,689
1692855510857,1566,HTTP Request,200,OK,Thread Group 1-75,text,true,,3947,238,20,20,https://www.saucedemo.com/,219,0,108
1692855510857,219,HTTP Request-0,301,Moved Permanently,Thread Group 1-75,text,true,,654,119,20,20,http://www.saucedemo.com/,219,0,108
1692855511077,1346,HTTP Request-1,200,OK,Thread Group 1-75,text,true,,3293,119,20,20,https://www.saucedemo.com/,1346,0,1259
1692855510903,1533,HTTP Request,200,OK,Thread Group 1-82,text,true,,3947,238,17,17,https://www.saucedemo.com/,157,0,80
1692855510903,157,HTTP Request-0,301,Moved Permanently,Thread Group 1-82,text,true,,654,119,17,17,http://www.saucedemo.com/,157,0,80
1692855511061,1375,HTTP Request-1,200,OK,Thread Group 1-82,text,true,,3293,119,17,17,https://www.saucedemo.com/,1375,0,1291
1692855510901,1537,HTTP Request,200,OK,Thread Group 1-80,text,true,,3947,238,16,16,https://www.saucedemo.com/,185,0,98
1692855510901,186,HTTP Request-0,301,Moved Permanently,Thread Group 1-80,text,true,,654,119,16,16,http://www.saucedemo.com/,185,0,98
1692855511087,1351,HTTP Request-1,200,OK,Thread Group 1-80,text,true,,3293,119,16,16,https://www.saucedemo.com/,1351,0,1263
1692855510873,1575,HTTP Request,200,OK,Thread Group 1-81,text,true,,3947,238,15,15,https://www.saucedemo.com/,216,0,126
1692855510873,216,HTTP Request-0,301,Moved Permanently,Thread Group 1-81,text,true,,654,119,15,15,http://www.saucedemo.com/,216,0,126
1692855511089,1359,HTTP Request-1,200,OK,Thread Group 1-81,text,true,,3293,119,15,15,https://www.saucedemo.com/,1359,0,1274
1692855510913,1550,HTTP Request,200,OK,Thread Group 1-84,text,true,,3947,238,14,14,https://www.saucedemo.com/,164,0,83
1692855510913,164,HTTP Request-0,301,Moved Permanently,Thread Group 1-84,text,true,,654,119,14,14,http://www.saucedemo.com/,164,0,83
1692855511078,1385,HTTP Request-1,200,OK,Thread Group 1-84,text,true,,3293,119,14,14,https://www.saucedemo.com/,1385,0,1293
1692855510860,1605,HTTP Request,200,OK,Thread Group 1-76,text,true,,3947,238,13,13,https://www.saucedemo.com/,208,0,106
1692855510860,208,HTTP Request-0,301,Moved Permanently,Thread Group 1-76,text,true,,654,119,13,13,http://www.saucedemo.com/,208,0,106
1692855511069,1396,HTTP Request-1,200,OK,Thread Group 1-76,text,true,,3293,119,13,13,https://www.saucedemo.com/,1396,0,1306
1692855510857,1616,HTTP Request,200,OK,Thread Group 1-74,text,true,,3947,238,12,12,https://www.saucedemo.com/,193,0,88
1692855510857,193,HTTP Request-0,301,Moved Permanently,Thread Group 1-74,text,true,,654,119,12,12,http://www.saucedemo.com/,193,0,88
1692855511050,1423,HTTP Request-1,200,OK,Thread Group 1-74,text,true,,3293,119,12,12,https://www.saucedemo.com/,1423,0,1317
1692855510314,2165,HTTP Request,200,OK,Thread Group 1-24,text,true,,3947,238,11,11,https://www.saucedemo.com/,203,0,105
1692855510314,203,HTTP Request-0,301,Moved Permanently,Thread Group 1-24,text,true,,654,119,11,11,http://www.saucedemo.com/,203,0,105
1692855510517,1962,HTTP Request-1,200,OK,Thread Group 1-24,text,true,,3293,119,11,11,https://www.saucedemo.com/,1962,0,1864
1692855510860,1623,HTTP Request,200,OK,Thread Group 1-77,text,true,,3947,238,10,10,https://www.saucedemo.com/,216,0,106
1692855510860,216,HTTP Request-0,301,Moved Permanently,Thread Group 1-77,text,true,,654,119,10,10,http://www.saucedemo.com/,216,0,106
1692855511078,1405,HTTP Request-1,200,OK,Thread Group 1-77,text,true,,3293,119,10,10,https://www.saucedemo.com/,1401,0,1306
1692855510915,1583,HTTP Request,200,OK,Thread Group 1-85,text,true,,3947,238,9,9,https://www.saucedemo.com/,188,0,97
1692855510915,188,HTTP Request-0,301,Moved Permanently,Thread Group 1-85,text,true,,654,119,9,9,http://www.saucedemo.com/,188,0,97
1692855511103,1395,HTTP Request-1,200,OK,Thread Group 1-85,text,true,,3293,119,9,9,https://www.saucedemo.com/,1395,0,1299
1692855510993,1511,HTTP Request,200,OK,Thread Group 1-92,text,true,,3948,238,8,8,https://www.saucedemo.com/,653,0,582
1692855510993,653,HTTP Request-0,301,Moved Permanently,Thread Group 1-92,text,true,,654,119,8,8,http://www.saucedemo.com/,653,0,582
1692855511646,858,HTTP Request-1,200,OK,Thread Group 1-92,text,true,,3294,119,8,8,https://www.saucedemo.com/,853,0,754
1692855510347,2159,HTTP Request,200,OK,Thread Group 1-30,text,true,,3948,238,7,7,https://www.saucedemo.com/,169,0,85
1692855510347,169,HTTP Request-0,301,Moved Permanently,Thread Group 1-30,text,true,,654,119,7,7,http://www.saucedemo.com/,169,0,85
1692855510516,1990,HTTP Request-1,200,OK,Thread Group 1-30,text,true,,3294,119,7,7,https://www.saucedemo.com/,1989,0,1893
1692855510481,2037,HTTP Request,200,OK,Thread Group 1-38,text,true,,3947,238,6,6,https://www.saucedemo.com/,1252,0,1132
1692855510481,1252,HTTP Request-0,301,Moved Permanently,Thread Group 1-38,text,true,,654,119,6,6,http://www.saucedemo.com/,1252,0,1132
1692855511733,785,HTTP Request-1,200,OK,Thread Group 1-38,text,true,,3293,119,6,6,https://www.saucedemo.com/,785,0,709
1692855510323,2192,HTTP Request,200,OK,Thread Group 1-26,text,true,,3947,238,6,6,https://www.saucedemo.com/,210,0,106
1692855510323,210,HTTP Request-0,301,Moved Permanently,Thread Group 1-26,text,true,,654,119,6,6,http://www.saucedemo.com/,210,0,106
1692855510533,1982,HTTP Request-1,200,OK,Thread Group 1-26,text,true,,3293,119,6,6,https://www.saucedemo.com/,1982,0,1879
1692855510649,1978,HTTP Request,200,OK,Thread Group 1-60,text,true,,3947,238,4,4,https://www.saucedemo.com/,1744,0,1654
1692855510649,1744,HTTP Request-0,301,Moved Permanently,Thread Group 1-60,text,true,,654,119,4,4,http://www.saucedemo.com/,1744,0,1654
1692855512393,234,HTTP Request-1,200,OK,Thread Group 1-60,text,true,,3293,119,4,4,https://www.saucedemo.com/,234,0,162
1692855511127,1504,HTTP Request,200,OK,Thread Group 1-100,text,true,,3947,238,3,3,https://www.saucedemo.com/,1220,0,1131
1692855511127,1220,HTTP Request-0,301,Moved Permanently,Thread Group 1-100,text,true,,654,119,3,3,http://www.saucedemo.com/,1220,0,1131
1692855512348,283,HTTP Request-1,200,OK,Thread Group 1-100,text,true,,3293,119,3,3,https://www.saucedemo.com/,283,0,197
1692855510639,2013,HTTP Request,200,OK,Thread Group 1-57,text,true,,3948,238,2,2,https://www.saucedemo.com/,1737,0,1649
1692855510639,1737,HTTP Request-0,301,Moved Permanently,Thread Group 1-57,text,true,,655,119,2,2,http://www.saucedemo.com/,1737,0,1649
1692855512377,275,HTTP Request-1,200,OK,Thread Group 1-57,text,true,,3293,119,2,2,https://www.saucedemo.com/,275,0,184
1692855510647,2030,HTTP Request,200,OK,Thread Group 1-59,text,true,,3947,238,1,1,https://www.saucedemo.com/,1731,0,1641
1692855510647,1731,HTTP Request-0,301,Moved Permanently,Thread Group 1-59,text,true,,654,119,1,1,http://www.saucedemo.com/,1731,0,1641
1692855512378,299,HTTP Request-1,200,OK,Thread Group 1-59,text,true,,3293,119,1,1,https://www.saucedemo.com/,299,0,200
